year,window,lambda,insample_annualized_return,insample_sharpe,insample_max_drawdown
2024,trailing_36m,0.6,0.11810685403802301,1.9770328356533833,-0.04896252761758779
2024,trailing_36m,0.65,0.12293085592377406,2.0291133955931935,-0.048931509069361834
2024,trailing_36m,0.7,0.13151359207317004,2.0868048560996924,-0.048706524945350216
2024,trailing_36m,0.75,0.13636917698221374,2.1226956294436077,-0.04847997045915031
2024,trailing_36m,0.8,0.1402180756224436,2.1465015495538666,-0.04845621974819381
2024,trailing_36m,0.9,0.15055017750610333,2.190162182600335,-0.0474922764485427
2024,trailing_36m,1.0,0.15962707741295046,2.2104530256678827,-0.048874337589714156
2024,trailing_36m,1.25,0.1591579202180602,2.1699925111139677,-0.051152216834187025
2024,trailing_36m,1.5,0.16241287233394264,2.1491517448898874,-0.05315552877754792
2024,trailing_36m,2.0,0.1644891717646999,2.109163531493132,-0.05632088433448834
2025,expanding,0.25,0.06373803295202851,1.5015930546692202,-0.04928872273292706
2025,expanding,0.5,0.0705531557488075,1.632457651956304,-0.060446385718919804
2025,expanding,0.6,0.07335819108830544,1.6556857323747687,-0.06483649655770518
2025,expanding,0.65,0.07471473804899387,1.6605698586753483,-0.06706266007056239
2025,expanding,0.7,0.07611314733855523,1.6615479752186157,-0.06926754049796935
2025,expanding,0.75,0.0774663437857559,1.6583951745967227,-0.07145315965017351
2025,expanding,0.8,0.07888498446662906,1.653825667487821,-0.0736701732592423
2025,expanding,0.9,0.08163497188439917,1.6347734328314494,-0.07803192776015766
2025,expanding,1.0,0.08445200912625794,1.609199030916023,-0.08295452488999511
2025,expanding,1.25,0.08537975931442698,1.5886142149148241,-0.08592714074431496
2025,expanding,1.5,0.08604546918281097,1.5701428314913173,-0.08848366691708942
2025,expanding,2.0,0.08713836495517158,1.542487148892647,-0.09252323859467493
2025,trailing_36m,0.25,0.09517398734770666,1.4681452213208392,-0.049351473309376837
2025,trailing_36m,0.5,0.1157328839009184,1.6908410196541126,-0.06044902169669142
2025,trailing_36m,0.6,0.12241834494431236,1.7747863698707946,-0.06492524588659776
2025,trailing_36m,0.65,0.12675733991205362,1.8010962971392956,-0.06709365867473593
2025,trailing_36m,0.7,0.1300678764883494,1.8186457086034609,-0.06924101154344242
2025,trailing_36m,0.75,0.13452052821330684,1.8390108248289738,-0.07161973100632146
2025,trailing_36m,0.8,0.13877766646051493,1.8584672132307765,-0.07379158130405361
2025,trailing_36m,0.9,0.14538901809373495,1.8736851874707732,-0.07814343058935624
2025,trailing_36m,1.0,0.1551315932187307,1.8984071679690344,-0.08267736436060058
2025,trailing_36m,1.25,0.15631524685426634,1.8732558287433683,-0.0854820147435148
2025,trailing_36m,1.5,0.1583407318865908,1.8595294818468413,-0.08789386172105274
2025,trailing_36m,2.0,0.16134063024680212,1.837517449331498,-0.09207110012966058
2026,expanding,0.25,0.061330834559657044,1.4525292430258825,-0.04928872273292706
2026,expanding,0.5,0.06837281166402032,1.5866677534939213,-0.060446385718919804
2026,expanding,0.6,0.07126179478439587,1.611777591832499,-0.06483649655770518
2026,expanding,0.65,0.07265882784314215,1.617681777722761,-0.06706266007056239
2026,expanding,0.7,0.07409657690868454,1.6198605379411566,-0.06926754049796935
2026,expanding,0.75,0.07549370223860508,1.6180752460100376,-0.07145315965017351
2026,expanding,0.8,0.07694872133492825,1.6147418234005624,-0.0736701732592423
2026,expanding,0.9,0.07977616730332682,1.5984431875692129,-0.07803192776015766
2026,expanding,1.0,0.08266428574104756,1.5756339014411092,-0.08295452488999511
2026,expanding,1.25,0.0836015181963552,1.5561585143292467,-0.08592714074431496
2026,expanding,1.5,0.08428427956754092,1.5387001249933838,-0.08848366691708942
2026,expanding,2.0,0.0854111241480846,1.5126898253929217,-0.09252323859467493
2026,trailing_36m,0.25,0.08950809255472691,1.61339326308188,-0.049884986429196476
2026,trailing_36m,0.5,0.10425918115249622,1.7460946088655782,-0.060586575753591276
2026,trailing_36m,0.6,0.1095113334916269,1.7667302146334436,-0.06502260197065857
2026,trailing_36m,0.65,0.11199711726209505,1.7697883034792536,-0.06737800139573757
2026,trailing_36m,0.7,0.11479681574054879,1.7795604103325184,-0.06932890533524583
2026,trailing_36m,0.75,0.11631492553789391,1.7698952928519431,-0.07161565099350131
2026,trailing_36m,0.8,0.1181483752996586,1.7609821851454688,-0.07388146726951639
2026,trailing_36m,0.9,0.12651855438404458,1.7843880328804003,-0.07805716633244009
2026,trailing_36m,1.0,0.13258710135124852,1.780823290537788,-0.08227242998766104
2026,trailing_36m,1.25,0.13440614183182475,1.7617336744103065,-0.08498324138053814
2026,trailing_36m,1.5,0.1366943484368195,1.7539834402445076,-0.08716621781484069
2026,trailing_36m,2.0,0.1396801225989559,1.737157867187852,-0.09145743345664181
