arm,window_end,baseline_sharpe,candidate_sharpe,candidate_leads
D1_positive_top5,2020-12-23,1.1823032408451017,1.1278750844284806,False
D1_positive_top5,2021-01-22,1.2168340429158262,1.0553480284770438,False
D1_positive_top5,2021-03-01,1.0637568352369795,0.9460752793975034,False
D1_positive_top5,2021-03-30,1.1098228643307841,0.878031386604887,False
D1_positive_top5,2021-04-29,1.132801955020333,0.920991214039004,False
D1_positive_top5,2021-06-02,1.1182659481296726,0.8825485598483597,False
D1_positive_top5,2021-07-02,1.1558509166700104,0.8638246245990256,False
D1_positive_top5,2021-08-02,1.011576491916176,0.7391630494013836,False
D1_positive_top5,2021-08-31,0.886501659689627,0.7422001931680562,False
D1_positive_top5,2021-10-08,0.9203785994180728,0.7074628147002318,False
D1_positive_top5,2021-11-08,0.975845920808816,0.7345721770814079,False
D1_positive_top5,2021-12-07,1.007403781856701,0.7604448113397768,False
D1_positive_top5,2022-01-06,1.0165219885755568,0.7748432913591725,False
D1_positive_top5,2022-02-11,0.9344293634676825,0.6164320767527095,False
D1_positive_top5,2022-03-14,1.0331899427258064,0.7022372679064596,False
D1_positive_top5,2022-04-14,0.6618407436355519,0.38499023376150887,False
D1_positive_top5,2022-05-18,0.5825589845254928,0.24731590854782826,False
D1_positive_top5,2022-06-17,0.8122868162425112,0.335886661418718,False
D1_positive_top5,2022-07-18,0.8474993673560827,0.3371312963962222,False
D1_positive_top5,2022-08-16,0.9962028547142852,0.347718255262296,False
D1_positive_top5,2022-09-15,0.8152413444364814,0.12203990238195611,False
D1_positive_top5,2022-10-21,0.733636947001065,0.015303159384602553,False
D1_positive_top5,2022-11-21,0.8240861722656203,0.0763956734786417,False
D1_positive_top5,2022-12-20,0.8464569593147835,0.03627234838203673,False
D1_positive_top5,2023-01-19,0.887578086191214,0.04075193994134129,False
D1_positive_top5,2023-02-24,0.781488917435759,-0.08527885426124279,False
D1_positive_top5,2023-03-27,0.6823584564810792,-0.18244908933741485,False
D1_positive_top5,2023-04-26,0.9219581761331443,0.045462487436814844,False
D1_positive_top5,2023-05-30,0.8628110664601772,-0.023999753017499365,False
D1_positive_top5,2023-06-30,1.0011971751145132,0.08479176704727613,False
D1_positive_top5,2023-07-31,0.9780798185497888,0.18774985648711237,False
D1_positive_top5,2023-08-29,0.8959753055161255,0.10647887639101156,False
D1_positive_top5,2023-09-27,0.9729958912836632,0.1869486174992907,False
D1_positive_top5,2023-11-03,0.8281395226249755,0.2489222876133027,False
D1_positive_top5,2023-12-04,0.83274121435454,0.25639365188927177,False
D1_positive_top5,2024-01-03,0.7597546167054126,0.2354431401037311,False
D1_positive_top5,2024-02-01,0.7277464097861504,0.2580113690900583,False
D1_positive_top5,2024-03-11,0.8304953824181004,0.43217328322278453,False
D1_positive_top5,2024-04-11,1.1363951952964817,0.5531367678462324,False
D1_positive_top5,2024-05-15,1.14099061147014,0.8459736747734226,False
D1_positive_top5,2024-06-14,1.1092458690601288,0.7008078878251129,False
D1_positive_top5,2024-07-15,1.2168281299766102,0.8108245561690359,False
D1_positive_top5,2024-08-13,1.0675746244872975,0.798870062155616,False
D1_positive_top5,2024-09-11,1.0836255043188774,0.7709001518008587,False
D1_positive_top5,2024-10-21,1.2193146578607557,0.7615689765828878,False
D1_positive_top5,2024-11-19,1.114579362995311,0.7609596419848388,False
D1_positive_top5,2024-12-18,1.1121493190862655,0.6848795099915347,False
D1_positive_top5,2025-01-17,1.1152991114648558,0.6893464426455465,False
D1_positive_top5,2025-02-25,1.201853024702203,0.860097243903595,False
D1_positive_top5,2025-03-26,1.1967590168913995,0.8512535565879692,False
D1_positive_top5,2025-04-25,1.224774186372579,0.5933707217413883,False
D1_positive_top5,2025-05-29,1.29766094738427,0.6315596187095568,False
D1_positive_top5,2025-06-30,1.3858234098795634,0.7303496682695426,False
D1_positive_top5,2025-07-29,1.3788506141583177,0.7060906892230127,False
D1_positive_top5,2025-08-27,1.4709662214567236,0.8306552223542606,False
D1_positive_top5,2025-09-25,1.4876642529608353,0.9277505945140951,False
D1_positive_top5,2025-11-03,1.5519390116282097,0.9296503155076212,False
D1_positive_top5,2025-12-02,1.4449353035149481,0.7896417948964868,False
D1_positive_top5,2025-12-31,1.3490239587874078,0.8464832106470982,False
D1_positive_top5,2026-02-02,1.2577503116288447,0.8783592486312389,False
D1_positive_top5,2026-03-11,1.2939889490545178,0.9907001734421466,False
D1_positive_top5,2026-04-10,1.1693995275983813,0.9660873265052812,False
D1_positive_top5,2026-05-14,1.3277841292856303,1.195758082820995,False
D1_positive_top5,2026-06-12,1.3776785943372152,1.0867698085344708,False
D1_positive_top5,2026-07-14,1.247527229359787,1.108882257347554,False
D1_positive_top5,2026-08-12,1.2489434477307266,0.9603308025626807,False
D2_median_core_top3,2017-02-09,1.4540269671948867,1.818914216221102,True
D2_median_core_top3,2017-03-10,1.3810988746224735,1.7491925272425233,True
D2_median_core_top3,2017-04-12,1.3056827022020154,1.6753089430049424,True
D2_median_core_top3,2017-05-12,1.2908910835518335,1.6615368925547034,True
D2_median_core_top3,2017-06-14,1.4254494847049464,1.7983934305150582,True
D2_median_core_top3,2017-07-13,1.3928318345356012,1.7653598884751192,True
D2_median_core_top3,2017-08-11,1.4548039238056452,1.7828910286274666,True
D2_median_core_top3,2017-09-11,1.406542605668259,1.7626003809842312,True
D2_median_core_top3,2017-10-17,1.3728024167490775,1.7476202648053059,True
D2_median_core_top3,2017-11-15,1.3645578903168318,1.7251228130486294,True
D2_median_core_top3,2017-12-14,1.4227297622514936,1.7359597223343115,True
D2_median_core_top3,2018-01-15,1.2372958520719182,1.558627242948128,True
D2_median_core_top3,2018-02-13,1.0413149850879846,1.3605323243562084,True
D2_median_core_top3,2018-03-21,1.2067696362290994,1.5375094186802392,True
D2_median_core_top3,2018-04-23,1.02571034652644,1.3537467782964447,True
D2_median_core_top3,2018-05-24,0.960975963098168,1.141943878038681,True
D2_median_core_top3,2018-06-25,0.8026415163413967,1.0198667002873683,True
D2_median_core_top3,2018-07-24,0.9767902267868361,0.965969836677452,False
D2_median_core_top3,2018-08-22,1.0619876777122914,1.0856137525318779,True
D2_median_core_top3,2018-09-20,0.9995901922696834,1.0236964162639908,True
D2_median_core_top3,2018-10-29,0.9337135326197259,0.9571201442921573,True
D2_median_core_top3,2018-11-27,0.7107791145950325,0.735424680459044,True
D2_median_core_top3,2018-12-26,0.904081917284217,0.9314274545297299,True
D2_median_core_top3,2019-01-28,1.1881440744675429,1.1283135976253411,False
D2_median_core_top3,2019-03-05,1.7605666807474154,1.7008475989961631,False
D2_median_core_top3,2019-04-03,1.519580728631467,1.550625669202976,True
D2_median_core_top3,2019-05-08,1.3908133783601515,1.5756105336091042,True
D2_median_core_top3,2019-06-06,1.3668763695489077,1.5539846462875546,True
D2_median_core_top3,2019-07-08,1.3400332418897365,1.5262358760385741,True
D2_median_core_top3,2019-08-06,1.4571805378313205,1.697443428084092,True
D2_median_core_top3,2019-09-04,1.4879558392561467,1.702169651191704,True
D2_median_core_top3,2019-10-11,1.4288361824419744,1.6418607787986217,True
D2_median_core_top3,2019-11-11,1.4425227135533176,1.6681506771547994,True
D2_median_core_top3,2019-12-10,1.4961353897077805,1.7330626448671187,True
D2_median_core_top3,2020-01-09,1.644824318759851,1.8241153103269623,True
D2_median_core_top3,2020-02-17,1.6315083341924606,1.7995930105343132,True
D2_median_core_top3,2020-03-17,1.2225823666520708,1.4473984001237712,True
D2_median_core_top3,2020-04-16,1.341301036898031,1.5613195965164235,True
D2_median_core_top3,2020-05-20,1.2966981963007067,1.5167549380788774,True
D2_median_core_top3,2020-06-18,1.3207618462424113,1.5379473549017757,True
D2_median_core_top3,2020-07-21,1.3344408446299667,1.489145853479986,True
D2_median_core_top3,2020-08-19,1.144612929099091,1.2598174882140278,True
D2_median_core_top3,2020-09-17,1.2127994633772934,1.1162266720228669,False
D2_median_core_top3,2020-10-26,1.100124950673044,0.9793939089343118,False
D2_median_core_top3,2020-11-24,1.1483382614893272,1.0095446030674065,False
D2_median_core_top3,2020-12-23,1.1823032408451017,0.9893412963744627,False
D2_median_core_top3,2021-01-22,1.2168340429158262,0.9161173290296912,False
D2_median_core_top3,2021-03-01,1.0637568352369795,0.8066262559987455,False
D2_median_core_top3,2021-03-30,1.1098228643307841,0.7378236099819854,False
D2_median_core_top3,2021-04-29,1.132801955020333,0.7814357611362179,False
D2_median_core_top3,2021-06-02,1.1182659481296726,0.7429142190667152,False
D2_median_core_top3,2021-07-02,1.1558509166700104,0.7237240225370047,False
D2_median_core_top3,2021-08-02,1.011576491916176,0.5958444554504629,False
D2_median_core_top3,2021-08-31,0.886501659689627,0.5999621881274849,False
D2_median_core_top3,2021-10-08,0.9203785994180728,0.5648169897681319,False
D2_median_core_top3,2021-11-08,0.975845920808816,0.592926547245126,False
D2_median_core_top3,2021-12-07,1.007403781856701,0.5583027433528177,False
D2_median_core_top3,2022-01-06,1.0165219885755568,0.508370046585316,False
D2_median_core_top3,2022-02-11,0.9344293634676825,0.3496041936326186,False
D2_median_core_top3,2022-03-14,1.0331899427258064,0.43930600619638155,False
D2_median_core_top3,2022-04-14,0.6618407436355519,0.10951795386721966,False
D2_median_core_top3,2022-05-18,0.5825589845254928,-0.03731985669228501,False
D2_median_core_top3,2022-06-17,0.8122868162425112,0.055471869750896644,False
D2_median_core_top3,2022-07-18,0.8474993673560827,0.0613462146952762,False
D2_median_core_top3,2022-08-16,0.9962028547142852,0.0726187201050236,False
D2_median_core_top3,2022-09-15,0.8152413444364814,-0.16236825412622355,False
D2_median_core_top3,2022-10-21,0.733636947001065,-0.274061207884921,False
